imdbid,cast
tt0113845,"{'Wesley Snipes': 'John', 'Woody Harrelson': 'Charlie Robinson', 'Jennifer Lopez': 'Grace Santiago', 'Robert Blake': 'Donald Patterson', 'Chris Cooper': 'Torch', 'Joe Grifasi': 'Riley', 'Scott Sowers': 'Mr. Brown', 'Skipp Sudduth': 'Kowalski', 'Vincent Laresca': 'Subway Robber', 'Nelson Vasquez': 'Subway Robber', 'Vincent Patrick': 'Frank the Bartender', 'Aida Turturro': 'Woman on Platform', 'Alvaleta Guess': 'Woman on Platform', 'Vincent Pastore': 'Gambler', 'David Tawil': 'Gambler'}"
tt0297181,"{'Eddie Murphy': 'Kelly', 'Owen Wilson': 'Alex', 'Famke Janssen': 'Rachel', 'Malcolm McDowell': 'Gundars', 'Gary Cole': 'Carlos', 'Phill Lewis': 'Jerry', 'Viv Leacock': 'T.J.', 'Keith Dallas': 'Lunchbox', 'Tate Taylor': 'Lieutenant Percy', 'Lynda Boyd': 'Edna', 'Bill Mondy': 'McIntyre', 'Larry Merchant': 'Vegas Commentator', 'Sugar Ray Leonard': 'Vegas Commentator', 'Jimmy Lennon Jr.': 'Vegas Ring Announcer', 'Joe Cortez': 'Vegas Referee'}"
tt7108976,"{'Dal-su Oh': 'Seo-pil', 'Myung-Min Kim': 'Detective K', 'Jong-goo Kim': 'Ha Il-Joo'}"
tt6231588,"{'John Hennigan': 'Sinbad', 'Jamie Bernadette': 'Jax', 'Josh Fingerhut': 'Manta', ""Wayne 'Crescendo' Ward"": 'Ace', 'Georgia Thompson': 'Tisiphone       (as Georgia Rose Thompson)', 'Terrance Keith Richardson': ""Nick       (as Terrance 'TK' Richardson)"", 'Derek Russo': 'Cy', 'Jennifer Dorogi': 'Jinn', 'Chloe Farnworth': 'Alecto', 'Van White': 'Sebastian', 'Ashley Doris': 'Megaera', 'Drew Davis-Wheeler': 'Cardinal       (as Drew Daris-Wheeler)', 'Lisa Goodman': 'Lyta', 'Krish Amrahs': 'Abdus the Seller', 'Sole Bovelli': 'Daphne'}"
tt6823368,"{'James McAvoy': 'Patricia /              Dennis /              Hedwig /              The Beast /              Barry /              Heinrich /              Jade /              Ian /              Mary Reynolds /              Norma /              Jalin /              Kat /              B.T. /              Kevin Wendell Crumb /              Mr. Pritchard /              Felida /              Luke /              Goddard /              Samuel /              Polly', 'Bruce Willis': 'David Dunn', 'Samuel L. Jackson': 'Elijah Price', 'Anya Taylor-Joy': 'Casey Cooke', 'Sarah Paulson': 'Dr. Ellie Staple', 'Spencer Treat Clark': 'Joseph Dunn', 'Charlayne Woodard': 'Mrs. Price', 'Luke Kirby': 'Pierce', 'Adam David Thompson': 'Daryl', 'M. Night Shyamalan': 'Jai, Security Guard', 'Shannon Destiny Ryan': 'Cheerleading Girl       (as Shannon Ryan)', 'Diana Silvers': 'Cheerleading Girl', 'Nina Wisner': 'Cheerleading Girl', 'Kyli Zion': 'Cheerleading Girl', 'Serge Didenko': 'Ronald, Powerful Young Man'}"
tt1091863,"{'Avi Arad': 'Himself', 'Jim Goodkind': 'Himself', 'Jeremy Piven': 'Himself', 'Sean Astin': 'Himself', 'Michael A. Helfant': 'Himself       (as Michael Helfant)', 'Joe Quesada': 'Himself', 'Dick Ayers': 'Himself', 'Paris Hilton': 'Herself', 'Brett Ratner': 'Himself', 'Kenneth Branagh': 'Himself', 'Samuel L. Jackson': 'Himself', 'Mike Richardson': 'Himself', 'Ian Bryce': 'Himself', 'Kenneth Johnson': 'Himself       (as Ken Johnson)', 'Cliff Robertson': 'Himself'}"
tt7745068,"{'Daiki Yamashita': 'Izuku Midoriya       (voice)', 'Kenta Miyake': 'All Might       (voice)', 'Mirai Shida': 'Melissa Shield       (voice)', 'Nobuhiko Okamoto': 'Katsuki Bakugou       (voice)', 'Yûki Kaji': 'Shouto Todoroki       (voice)', 'Ayane Sakura': 'Ochako Uraraka       (voice)', 'Kaito Ishikawa': 'Tenya Iida       (voice)', 'Toshiki Masuda': 'Eijiro Kirishima       (voice)', 'Ryô Hirohashi': 'Minoru Mineta       (voice)', 'Tasuku Hatanaka': 'Denki Kaminari       (voice)', 'Marina Inoue': 'Momo Yaoyorozu       (voice)', 'Kei Shindou': 'Kyoka Jiro       (voice) (as Kei Shindô)', 'Kiyotaka Furushima': 'Hanta Sero       (voice)', 'Tôru Nara': 'Rikido Sato       (voice)', 'Masakazu Nishida': 'Mezo Shoji       (voice)'}"
tt2436386,"{'Jonny Weston': 'David Raskin', ""Sofia Black-D'Elia"": 'Jessie Pierce', 'Sam Lerner': 'Quinn Goldberg', 'Allen Evangelista': 'Adam Le', 'Virginia Gardner': 'Christina Raskin', 'Amy Landecker': 'Kathy Raskin', 'Gary Weeks': 'Ben Raskin', 'Macsen Lintz': 'David, Age 7', 'Gary Grubbs': 'Dr. Lou', 'Michelle DeFraites': 'Sarah Nathan', 'Curry Stone': 'Male Student', 'Jamila Thompson': 'Marina', 'Katie Garfield': 'Liv', 'Hillary Harley': 'Blonde', 'Courtney Bowers': ""Jess' Friend""}"
tt0099582,"{'Kiefer Sutherland': 'Nelson Wright', 'Julia Roberts': 'Dr. Rachel Mannus', 'Kevin Bacon': 'David Labraccio', 'William Baldwin': 'Joe Hurley', 'Oliver Platt': 'Randy Steckle', 'Kimberly Scott': 'Winnie Hicks', 'Joshua Rudoy': 'Billy Mahoney', 'Benjamin Mouton': ""Rachel's Father"", 'Aeryk Egan': 'Young Nelson', 'Kesha Reed': 'Young Winnie', 'Hope Davis': 'Anne Coldren', 'Jim Ortlieb': 'Uncle Dave', 'John Duda': 'Young Labraccio       (as John Joseph Duda)', 'Megan Stewart': 'Playground Kid', 'Tressa Thomas': 'Playground Kid'}"
tt0033553,"{'Spencer Tracy': 'Dr. Harry Jekyll /              Mr. Hyde', 'Ingrid Bergman': 'Ivy Peterson', 'Lana Turner': 'Beatrix Emery', 'Donald Crisp': 'Sir Charles Emery', 'Ian Hunter': 'Dr. John Lanyon', 'Barton MacLane': 'Sam Higgins', 'C. Aubrey Smith': 'The Bishop', 'Peter Godfrey': 'Poole', 'Sara Allgood': 'Mrs. Higgins', 'Frederick Worlock': 'Dr. Heath       (as Frederic Worlock)', 'William Tannen': 'Intern Fenwick', 'Frances Robinson': 'Marcia', 'Denis Green': 'Freddie', 'Billy Bevan': 'Mr. Weller', 'Forrester Harvey': 'Old Prouty'}"
tt0190865,"{""Chris O'Donnell"": 'Peter Garrett', 'Robin Tunney': 'Annie Garrett', 'Stuart Wilson': 'Royce Garrett', 'Augie Davis': 'Aziz', 'Temuera Morrison': 'Major Rasul', 'Roshan Seth': 'Colonel Amir Salim', 'Alejandro Valdes-Rochin': 'Sergeant Asim', 'Nicholas Lea': 'Tom McLaren', 'Rod Brown': 'Ali Hasan', 'Scott Glenn': 'Montgomery Wick', 'Steve Le Marquand': 'Cyril Bench', 'Ben Mendelsohn': 'Malcolm Bench', 'Izabella Scorupco': 'Monique Aubertine', 'Bill Paxton': 'Elliot Vaughn', 'Ed Viesturs': 'Himself'}"
tt0059245,"{'Max von Sydow': 'Jesus', 'Michael Anderson Jr.': 'James the Younger', 'Carroll Baker': 'Veronica', 'Ina Balin': 'Martha of Bethany', 'Victor Buono': 'Sorak', 'Richard Conte': 'Barabbas', 'Joanna Dunham': 'Mary Magdalene', 'José Ferrer': 'Herod Antipas', 'Van Heflin': 'Bar Amand', 'Charlton Heston': 'John the Baptist', 'Martin Landau': 'Caiaphas', 'Angela Lansbury': 'Claudia', 'Pat Boone': 'Angel at the Tomb', 'Janet Margolin': 'Mary of Bethany', 'David McCallum': 'Judas Iscariot'}"
tt4288674,"{'Harry Lister Smith': 'Brian', 'Alex Mills': 'Lukas', 'Vanessa Grasse': 'Lisa', 'Mark Arnold': 'Dr. Renard', 'Callum McGowan': 'Tim Guarisco', 'Andrew Horton': 'Craig Guarisco', 'James Alper': 'Vodka Guy', 'Michael Majalahti': 'Eradicator', 'José Varela': 'Jorge       (as Jose Varela)', 'Jose Leonardo Garcia Torres': 'Flaco', 'Ross Ellis': 'Party Host', 'Gregory Rowbottom': 'Brad', 'Millie Smith': 'Hot Random Girl', 'Aino Sirje': 'Sexy Dancer', 'Joanas Salin': 'Camper Van Boy'}"
tt8671462,"{'Kate Avery': 'Lily Double', 'Alexandra Bard': 'Demon Double', 'Bel Deliá': 'Lily', 'Amber Lynn Johnson': 'Pamela', 'Camron Robertson': 'John', 'Jennifer van Heeckeren': 'Mystery Blonde'}"
tt0120794,"{'Val Kilmer': 'Moses /              God       (voice)', 'Ralph Fiennes': 'Rameses       (voice)', 'Michelle Pfeiffer': 'Tzipporah       (voice)', 'Sandra Bullock': 'Miriam       (voice)', 'Jeff Goldblum': 'Aaron       (voice)', 'Danny Glover': 'Jethro       (voice)', 'Patrick Stewart': 'Seti       (voice)', 'Helen Mirren': 'The Queen       (voice)', 'Steve Martin': 'Hotep       (voice)', 'Martin Short': 'Huy       (voice)', 'Bobby Motown': 'Rameses Son       (voice)', 'Eden Riegel': 'Young Miriam       (voice)', 'Ofra Haza': 'Yocheved       (voice)', 'James Avery': 'Additional Voices       (voice)', 'Aria Noelle Curzon': 'Additional Voices       (voice)'}"
tt0095497,"{'Willem Dafoe': 'Jesus', 'Harvey Keitel': 'Judas', 'Paul Greco': 'Zealot', 'Steve Shill': 'Centurian       (as Steven Shill)', 'Verna Bloom': 'Mary, Mother of Jesus', 'Barbara Hershey': 'Mary Magdalene', 'Roberts Blossom': 'Aged Master', 'Barry Miller': 'Jeroboam', 'Gary Basaraba': 'Andrew, Apostle', 'Irvin Kershner': 'Zebedee', 'Victor Argo': 'Peter, Apostle', 'Michael Been': 'John, Apostle', 'Paul Herman': 'Phillip, Apostle', 'John Lurie': 'James, Apostle', 'Leo Burmester': 'Nathaniel, Apostle'}"
tt0490215,"{'Andrew Garfield': 'Rodrigues', 'Adam Driver': 'Garupe', 'Liam Neeson': 'Ferreira', 'Tadanobu Asano': 'Interpreter', 'Ciarán Hinds': 'Father Valignano', 'Issei Ogata': 'Old Samurai /              Inoue       (as Issey Ogata)', ""Shin'ya Tsukamoto"": 'Mokichi', 'Yoshi Oida': 'Ichizo', 'Yôsuke Kubozuka': 'Kichijiro       (as Yosuke Kubozuka)', 'Kaoru Endô': 'Unzen Samurai (Uneme)', 'Diego Calderón': 'Prisoner Augustinian Friar #2       (as Diego Calderon)', 'Rafael Kading': 'Prisoner Augustinian Friar #1', 'Matthew Blake': 'Prisoner Franciscan Friar', 'Benoit Masse': 'Prisoner Augustinian Friar #3', 'Tetsuya Igawa': 'Prisoner Japanese Jesuit'}"
tt5582876,"{'Jonno Davies': 'Adrian', 'Adrian Bouchet': 'Judah Ben Hur', 'Peter Ormond': 'Kaeso', 'Alan Calton': 'Cyprian', 'Marcello Walton': 'Atticus', 'Robert Lease': 'Dio', 'Stephanie Beran': 'Veleda', 'Taylor Jay-Davies': 'Caius', 'Michael Bott': 'Cassius', 'Jo Marriott': 'Braga       (as Jo Alexandra Marriott)', 'Lucy Clements': 'Aurelia', 'Jason Beeston': 'Darius', 'Lara Heller': 'Lucia', 'Alf Thompson': 'Tauri', 'Paul James': 'Octus'}"
tt1411704,"{'James Marsden': ""Fred O'Hare"", 'Russell Brand': 'E.B. (voice) /              Production Assistant', 'Kaley Cuoco': ""Sam O'Hare"", 'Hank Azaria': 'Carlos /              Phil       (voice)', 'Gary Cole': ""Henry O'Hare"", 'Elizabeth Perkins': ""Bonnie O'Hare"", 'Hugh Laurie': ""E.B.'s Dad       (voice)"", 'Tiffany Espensen': ""Alex O'Hare"", 'David Hasselhoff': 'David Hasselhoff', 'Chelsea Handler': 'Mrs. Beck', 'Dustin Ybarra': 'Cody', 'Carlease Burke': 'Receptionist', 'Veronica Alicino': 'Waitress', 'Django Marsh': 'Young E.B.       (voice)', 'Jimmy Carter': 'Blind Boys of Alabama       (as Jimmy Lee Carter)'}"
tt0101329,"{'Phillip Glasser': 'Fievel       (voice)', 'James Stewart': 'Wylie       (voice)', 'Erica Yohn': 'Mama       (voice)', 'Cathy Cavadini': 'Tanya       (voice)', 'Nehemiah Persoff': 'Papa       (voice)', 'Dom DeLuise': 'Tiger       (voice) (as Dom Deluise)', 'Amy Irving': 'Miss Kitty       (voice)', 'John Cleese': 'Cat R. Waul       (voice)', 'Jon Lovitz': 'Chula       (voice)', 'Jack Angel': 'Additional Voices       (voice)', 'Fausto Bara': 'Additional Voices       (voice)', 'Vanna Bonta': 'Additional Voices       (voice)', 'Philip L. Clarke': 'Additional Voices       (voice) (as Philip Clarke)', 'Jennifer Darling': 'Additional Voices       (voice)', 'Annie Holliday': 'Additional Voices       (voice)'}"
tt5112578,"{'Owen Campbell': 'Zach', 'Charlie Tahan': 'Josh', 'Elizabeth Cappuccino': 'Allison', 'Amy Hargreaves': 'Karen', 'Max Talisman': 'Daryl', 'Sawyer Barth': 'Charlie', 'Adea Lennox': 'Meghan', 'Ethan Botwick': 'John Whitcomb', 'Philip H. Ashley': 'Chad       (as Philip Hackworth Ashley)', 'Anni Krueger': 'Ms. Barron', 'Justin Rose': 'Kevin', 'Kortnee Simmons': 'Eugene', 'Samantha Jones': 'Joan', 'Hayden Oliver': 'Colin', 'Dario Saraceno': 'Sheriff Bowman'}"
tt0970179,"{'Ben Kingsley': 'Georges Méliès', 'Sacha Baron Cohen': 'Station Inspector', 'Asa Butterfield': 'Hugo Cabret', 'Chloë Grace Moretz': 'Isabelle', 'Ray Winstone': 'Uncle Claude', 'Emily Mortimer': 'Lisette', 'Christopher Lee': 'Monsieur Labisse', 'Helen McCrory': 'Mama Jeanne', 'Michael Stuhlbarg': 'Rene Tabard', 'Frances de la Tour': 'Madame Emilie', 'Richard Griffiths': 'Monsieur Frick', 'Jude Law': ""Hugo's Father"", 'Kevin Eldon': 'Policeman', 'Gulliver McGrath': 'Young Tabard', 'Shaun Aylward': 'Street Kid'}"
tt0085248,"{'Kelly Reno': 'Alec Ramsay', 'Vincent Spano': 'Raj', 'Allen Garfield': 'Kurr       (as Allen Goorwitz)', 'Woody Strode': 'Meslar', 'Ferdy Mayne': 'Abu Ben Ishak       (as Ferdinand Mayne)', 'Jodi Thelen': 'Tabari', 'Teri Garr': ""Alec's Mother"", 'Larbi Doghmi': 'Tiny Man       (as Doghmi Larbi)', 'Angelo Infanti': ""Raj's Father"", 'Luigi Mezzanotte': 'Scarface', 'Franco Citti': 'Foreign Legion Officer', 'Robert Behling': 'Customs Officer       (as Robert A. Behling)', 'Joe Murphy': 'Fireman', 'Chris Larrance': 'Neighbor', 'Loris Bazzocchi': 'Berber on Dock'}"
tt0093999,"{'Diana Rigg': 'Evil Queen', 'Billy Barty': 'Iddy', 'Sarah Patterson': 'Snow White', 'Nicola Stapleton': 'Snow White as a child', 'Mike Edmonds': 'Biddy       (as Mike Edmunds)', 'Ricardo Gil': 'Kiddy', 'Malcolm Dixon': 'Diddy', 'Gary Friedkin': 'Fiddy', 'Arturo Gil': 'Giddy', 'Tony Cooper': 'Liddy', 'Douglas Sheldon': 'The King', 'Dorit Adi': 'Good Queen', 'James Ian Wright': 'Prince', 'Chana Eden': '1st Lady in Waiting', 'Angela Levinson': '2nd Lady in Waiting'}"
tt7616798,"{'Ashley Judd': 'Terri', 'Jonah Hauer-King': 'Lucas', 'Edward James Olmos': 'Axel', 'Alexandra Shipp': 'Olivia', 'Chris Bauer': 'Kurch', 'Barry Watson': 'Gavin', 'Motell Gyn Foster': 'Taylor       (as Motell Foster)', 'Wes Studi': 'Captain Mica', 'Bryce Dallas Howard': 'Bella       (voice)', 'John Cassini': 'Chuck', 'Brian Markinson': 'Gunter', 'Patrick Gallagher': 'Teo', 'Broadus Mattison': 'Mack', 'Rolando Boyce': 'Drew', 'Cesar De León': 'Steve       (as Cesar De Leon)'}"
tt3606888,"{'Luke Treadaway': 'James', 'Bob the Cat': 'Bob', 'Ruta Gedmintas': 'Betty', 'Joanne Froggatt': 'Val', 'Anthony Head': 'Jack Bowen', 'Darren Evans': 'Baz', 'Tony Jayawardena': 'Tony', 'Adam Riches': 'Man with Car', 'Llewella Gideon': 'Meter Woman', 'Lorraine Ashbourne': 'Local Housing Officer', 'Akbar Kurtha': 'Pharmacist', 'John Henshaw': 'Tube Station Guard', 'Beth Goddard': 'Hilary', 'Ivana Basic': 'Vet Receptionist', 'Jessica Woodland': 'Vet Assistant'}"
tt0103786,"{'Charles Grodin': 'George Newton', 'Bonnie Hunt': 'Alice Newton', 'Dean Jones': 'Dr. Varnick', 'Nicholle Tom': 'Ryce', 'Christopher Castile': 'Ted', 'Sarah Rose Karr': 'Emily', 'Oliver Platt': 'Harvey', 'Stanley Tucci': 'Vernon', 'David Duchovny': 'Brad', 'Patricia Heaton': 'Brie', 'Laurel Cronin': 'Devonia Peet', 'O-Lan Jones': 'Biker Woman', 'Nancy Fish': 'Miss Grundel', 'Craig Pinkard': 'Homeless Man', 'Robi Davidson': 'Mark'}"
tt7008872,"{'Lucas Hedges': 'Jared Eamons', 'Nicole Kidman': 'Nancy Eamons', 'Russell Crowe': 'Marshall Eamons', 'Madelyn Cline': 'Chloe', 'Victor McCay': 'Aaron', 'David Joseph Craig': 'Michael', 'Troye Sivan': 'Gary', 'Emily Hinkler': 'Lee', 'Devin Michael': 'Anders', 'Matt Burke': 'Simon', 'Lindsey Moser': 'Tina', 'Jesse LaTourette': 'Sarah', 'Britton Sear': 'Cameron', 'David Ditmore': 'Phillip', 'William Ngo': 'Carl'}"
tt2018111,"{'Arman Darbo': 'Edwin', 'Melonie Diaz': 'Ms. Meier', 'Lucy Shepard': 'Girl in Class with Book', 'Tony Hale': 'Mr. Mosley', 'Sawyer Barth': 'Flake', 'Mike Reyes': 'Soccer Player', 'Louis Robert Thompson': 'Soccer Coach       (as Robert Thompson)', 'Justin Long': 'Tim', 'Melanie Lynskey': 'Janice', 'Kannon Hicks': 'Gus', 'Michael Rousselet': 'Pranked Caller', 'Sean Cook': 'Detention Monitor       (as Sean G. Cook)', 'Hunter Trammell': 'Matthew Sfikas', 'Sharon Murray': 'Ms. Pengue', 'Steele Whitney': 'Dickhead'}"
tt1645170,"{'Sacha Baron Cohen': 'Aladeen /              Efawadh', 'Sayed Badreya': 'Omar', 'Rocky Citron': 'Baby Aladeen', 'Liam Campora': 'Aladeen Age 6', 'Aasif Mandvi': 'Doctor', 'Rizwan Manji': 'Patient', 'Rick Chambers': 'Newscaster Voiceover       (voice)', 'Elsayed Mohamed': 'Wadiyan Olympic Official', 'Adeel Akhtar': 'Maroush', 'Horatio Sanz': 'Aide on Balcony', 'Ben Kingsley': 'Tamir', 'Elena Goode': 'Virgin Guard', 'Nazanin Homa': 'Virgin Guard       (as Naz Homa)', 'Dawn Jackson': 'Virgin Guard       (as Dawn Zimniak)', 'Victoria Beltran': 'Virgin Guard'}"
tt3553442,"{'Tina Fey': 'Kim Baker', 'Margot Robbie': 'Tanya Vanderpoel', 'Martin Freeman': 'Iain MacKelpie', 'Alfred Molina': 'Ali Massoud Sadiq', 'Christopher Abbott': 'Fahim Ahmadzai', 'Billy Bob Thornton': 'General Hollanek', 'Nicholas Braun': 'Tall Brian', 'Stephen Peacocke': 'Nic', 'Sheila Vand': 'Shakira Khar', 'Evan Jonigkeit': 'Specialist Coughlin', 'Fahim Anwar': 'Jaweed', 'Josh Charles': 'Chris', 'Cherry Jones': 'Geri Taub', 'Scott Takeda': 'Ed Faber', 'Eli Goodman': 'Tucker Wang'}"
tt4225696,"{'Clayton Rohner': 'Harold', 'Melanie Minichino': 'Deputy Gary', 'Megan Hensley': 'Squeaky', 'Daheli Hall': 'Nina', 'Charlie Farrell': 'Sheriff Albright', 'Dawn Brodey': 'Dr. Nancy', 'Amy Heidt': 'Officer Maggie', 'Brett Maline': 'Charlie', 'Christian Drerup': 'Sally', 'Scott Monahan': 'Curtis', 'Gina Brown': 'Victoria Nightboobs', 'David Henry Schneider': 'Mr. Pruitt /              Soda Jerk', 'Shey Lyn Zanotti': 'Mary Beth', 'Sean Cork': 'Finn Potter', 'Katherine Canipe': 'Smith'}"
tt4217392,"{'Jackie Chan': 'Jack', 'Yixing Zhang': 'Xiaoguang       (as Lay Zhang)', 'Miya Muqi': 'Nuomin       (as Mu Qimiya)', 'Disha Patani': 'Ashmita', 'Aarif Rahman': 'Jones       (as Aarif Lee)', 'Amyra Dastur': 'Kyra', 'Sonu Sood': 'Randall', 'Paul Philip Clark': 'Max       (as Paul Clark)', 'Yuxian Shang': 'Circe       (as Circe Shang)', 'Jiang Wen': 'Jiang Wen       (as Coco Jiang)', 'Eric Tsang': 'Jianghua', 'Guoli Zhang': 'Jonathan', 'Ming Gao': 'Museum Curator', 'Lavlin Thadani': 'Professor Ashmita', 'Bob Tao': 'Nerdy Chap'}"
tt3228302,{'Elliot Scott': 'Himself'}
tt2839312,"{'Marco Antonio Alvarez': 'Carlos Castillo', 'Dennis Ruel': 'Ricky', 'O.G. Dave Rivera': 'Morales', 'E. Ambriz DeColosio': 'Eduardo Ruiz', 'Morgan Benoit': 'Chuy', 'Stacey Rose': 'Vanessa', 'Justin Perez': 'Diego', 'Jon Carlo': 'Drew', 'Jenna Davi': 'Karen', 'Natalie Aldajani': 'Sonia', 'Melissa Locsin': 'Marta', 'Maya Tapia': 'Abuelita', 'Giovannie Espiritu': 'Stella', 'George Herman': 'Christopher', 'Ricardo Gamboa': 'The Announcer       (as Richard Gamboa)'}"
tt4537896,"{'Matthew McConaughey': 'Richard Wershe Sr.', 'Richie Merritt': 'Rick Wershe Jr.', 'Bel Powley': 'Dawn Wershe', 'Jennifer Jason Leigh': 'FBI Agent Snyder', 'Brian Tyree Henry': 'Detective Jackson', 'Rory Cochrane': 'FBI Agent Byrd', 'RJ Cyler': ""Rudell 'Boo' Curry"", 'Jonathan Majors': ""Johnny 'Lil Man' Curry"", 'Eddie Marsan': 'Art Derrick', 'Taylour Paige': 'Cathy Volsan-Curry', 'Bruce Dern': ""Grandpa Roman 'Ray' Wershe"", 'Piper Laurie': 'Grandma Verna Wershe', 'Raekwon Haynes': ""Edwin 'Nugg' Crutcher"", 'Ishmael Ali': ""'Freaky Steve' Roussell       (as Ishmael 'Ishdarr' Ali)"", 'James Howard': 'Chief Homicide Inspector Hill'}"
tt2165735,"{'Honglei Sun': 'Captain Zhang       (as Sun Honglei)', 'Louis Koo': 'Timmy Choi', 'Yi Huang': 'Yang Xiaobei       (as Huang Yi)', 'Yunxiang Gao': 'Xu Guoxiang       (as Gao Yunxiang)', 'Wallace Chung': 'Guo Weijun', 'Guangjie Li': 'Chen Shixong       (as Li Guangjie)', 'Tao Guo': 'Senior Dumb       (as Guo Tao)', 'Jing Li': 'Junior Dumb', 'Hoi-Pang Lo': 'Birdie       (as Lo Hoi Pang)', 'Siu-Fai Cheung': 'Su       (as Cheung Siu Fai)', 'Ka Tung Lam': 'East Lee       (as Lam Ka Tung)', 'Michelle Ye': 'Sal', 'Suet Lam': 'Fatso       (as Lam Suet)', 'Ting Yip Ng': 'Hatred       (as Ng Yuk San)', 'Philip Keung': 'Darkie       (as Keung Hon Man)'}"
tt5177088,"{'Claire Foy': 'Lisbeth Salander', 'Beau Gadsdon': 'Young Lisbeth Salander', 'Sverrir Gudnason': 'Mikael Blomkvist', 'LaKeith Stanfield': 'Ed Needham', 'Sylvia Hoeks': 'Camilla Salander', 'Carlotta von Falkenhayn': 'Young Camilla Salander', 'Stephen Merchant': 'Frans Balder', 'Christopher Convery': 'August Balder', 'Claes Bang': 'Jan Holtser', 'Synnøve Macody Lund': 'Gabriella Grane', 'Cameron Britton': 'Plague', 'Vicky Krieps': 'Erika Berger', 'Andreja Pejic': 'Sofia', 'Mikael Persbrandt': 'Alexander Zalachenko', 'Thomas Wingrich': ""Grane's Home Security""}"
tt1255919,"{'Will Ferrell': 'Sherlock Holmes', 'John C. Reilly': 'Dr. Watson', 'Rebecca Hall': 'Grace Hart', 'Rob Brydon': 'Inspector Lestrade', 'Kelly Macdonald': 'Mrs. Martha Hudson', 'Lauren Lapkus': 'Millicent', 'Pam Ferris': 'Queen Victoria', 'Ralph Fiennes': 'Professor James Moriarty', 'Hector Bateman-Harden': 'Young Holmes', 'Codie-Lei Eastick': 'Young Watson', 'Laura Stevely': ""Sherlock's Mom"", 'Layla Rose Boyce': 'Nicotine Stains /              Nancy', 'Sadie Newman': 'Jane', 'Harry Baxendale': 'Seamus', 'Ella Bright': 'Bridgette'}"
tt1758810,"{'Michael Fassbender': 'Harry Hole', 'Rebecca Ferguson': 'Katrine Bratt', 'Charlotte Gainsbourg': 'Rakel', 'Jonas Karlsson': 'Mathias', 'Michael Yates': 'Oleg', 'Ronan Vibert': 'Gunnar Hagen', 'J.K. Simmons': 'Arve Stop', 'Val Kilmer': 'Rafto', 'David Dencik': 'Vetlesen', 'Toby Jones': 'DC Svensson', ""Genevieve O'Reilly"": 'Birte Becker', ""James D'Arcy"": 'Filip Becker', 'Jeté Laurence': 'Josephine Becker', 'Adrian Dunbar': 'Frederik Aasen', 'Chloë Sevigny': 'Sylvia Ottersen /              Ane Pedersen'}"
tt4504438,"{'Kevin Crane': 'Himself - State Prosecutor       (archive footage)', 'Chuck Erickson': 'Himself       (as Charles Erickson)', 'Bill Ferguson': ""Himself - Ryan's Father"", 'Leslie Ferguson': ""Herself - Ryan's Mother"", 'Ryan Ferguson': 'Himself', 'Kent Heitholt': 'Himself - Victim       (archive footage)', 'Dallas Mallory': 'Himself - Witness       (archive footage)', 'Cynthia Martin': 'Herself - Judge', 'Erin Moriarty': 'Herself - 48 Hours, CBS', 'Shawna Ornt': 'Herself - Tribune Janitor       (archive footage)', 'Charlie Rogers': ""Himself - Ryan's Defense Attorney       (archive footage)"", 'Ellen Roper': 'Herself - Judge', 'Jerry Trump': 'Himself - Tribune Janitor       (archive footage)', 'Kathleen Zellner': ""Herself - Ryan's Attorney""}"
